Room,Cluster,Batch,Department,Exam Day,Student Name,Student ID,Faculty
Room 5,0,21,CS,Monday,Joseph Carter,609,Jessica Thompson
Room 5,0,21,CS,Monday,Abigail Young,610,Jessica Thompson
Room 5,0,22,CS,Monday,David Harris,617,Jessica Thompson
Room 5,0,22,CS,Monday,Samantha Allen,618,Jessica Thompson
Room 5,0,19,CS,Monday,John Smith,625,Jessica Thompson
Room 5,0,19,CS,Monday,Alice Johnson,626,Jessica Thompson
Room 5,0,20,CS,Monday,Robert Garcia,633,Jessica Thompson
Room 5,0,20,CS,Monday,Emma White,634,Jessica Thompson
Room 5,0,21,CS,Monday,Joseph Carter,641,Jessica Thompson
Room 5,0,21,CS,Monday,Abigail Young,642,Jessica Thompson
Room 5,0,22,CS,Monday,David Harris,649,Jessica Thompson
Room 5,0,22,CS,Monday,Samantha Allen,650,Jessica Thompson
Room 5,0,19,CS,Monday,John Smith,657,Jessica Thompson
Room 5,0,19,CS,Monday,Alice Johnson,658,Jessica Thompson
Room 5,0,20,CS,Monday,Robert Garcia,665,Jessica Thompson
Room 5,0,20,CS,Monday,Emma White,666,Jessica Thompson
Room 5,0,21,CS,Monday,Joseph Carter,673,Jessica Thompson
Room 5,0,21,CS,Monday,Abigail Young,674,Jessica Thompson
Room 6,0,22,CS,Monday,David Harris,681,Robert Garcia
Room 6,0,22,CS,Monday,Samantha Allen,682,Robert Garcia
Room 6,0,19,CS,Monday,John Smith,689,Robert Garcia
Room 6,0,19,CS,Monday,Alice Johnson,690,Robert Garcia
Room 6,0,20,CS,Monday,Robert Garcia,697,Robert Garcia
Room 6,0,20,CS,Monday,Emma White,698,Robert Garcia
Room 6,0,21,CS,Monday,Joseph Carter,705,Robert Garcia
Room 6,0,21,CS,Monday,Abigail Young,706,Robert Garcia
Room 6,0,22,CS,Monday,David Harris,713,Robert Garcia
Room 6,0,22,CS,Monday,Samantha Allen,714,Robert Garcia
Room 6,0,19,CS,Monday,John Smith,716,Robert Garcia
Room 6,0,19,CS,Monday,Alice Johnson,717,Robert Garcia
Room 6,0,20,CS,Monday,Robert Garcia,724,Robert Garcia
Room 6,0,20,CS,Monday,Emma White,725,Robert Garcia
Room 6,0,21,CS,Monday,Joseph Carter,732,Robert Garcia
Room 6,0,21,CS,Monday,Abigail Young,733,Robert Garcia
Room 6,0,22,CS,Monday,David Harris,740,Robert Garcia
Room 6,0,22,CS,Monday,Samantha Allen,741,Robert Garcia
Room 6,0,19,CS,Monday,John Smith,748,Robert Garcia
Room 6,0,19,CS,Monday,Alice Johnson,749,Robert Garcia
Room 6,0,20,CS,Monday,Robert Garcia,756,Robert Garcia
Room 6,0,20,CS,Monday,Emma White,757,Robert Garcia
Room 6,0,21,CS,Monday,Joseph Carter,764,Robert Garcia
Room 6,0,21,CS,Monday,Abigail Young,765,Robert Garcia
Room 6,0,22,CS,Monday,David Harris,772,Robert Garcia
Room 6,0,22,CS,Monday,Samantha Allen,773,Robert Garcia
Room 6,0,19,CS,Monday,John Smith,780,Robert Garcia
Room 6,0,19,CS,Monday,Alice Johnson,781,Robert Garcia
Room 6,0,20,CS,Monday,Robert Garcia,788,Robert Garcia
Room 6,0,20,CS,Monday,Emma White,789,Robert Garcia
Room 7,0,21,CS,Monday,Joseph Carter,796,John Smith
Room 7,0,21,CS,Monday,Abigail Young,797,John Smith
Room 7,0,22,CS,Monday,David Harris,804,John Smith
Room 7,0,22,CS,Monday,Samantha Allen,805,John Smith
Room 7,0,19,CS,Monday,John Smith,812,John Smith
Room 7,0,19,CS,Monday,Alice Johnson,813,John Smith
Room 7,0,20,CS,Monday,Robert Garcia,820,John Smith
Room 7,0,20,CS,Monday,Emma White,821,John Smith
Room 7,0,21,CS,Monday,Joseph Carter,828,John Smith
Room 7,0,21,CS,Monday,Abigail Young,829,John Smith
Room 7,0,22,CS,Monday,David Harris,836,John Smith
Room 7,0,22,CS,Monday,Samantha Allen,837,John Smith
Room 7,0,19,CS,Monday,John Smith,839,John Smith
Room 7,0,19,CS,Monday,Alice Johnson,840,John Smith
Room 7,0,20,CS,Monday,Robert Garcia,847,John Smith
Room 7,0,20,CS,Monday,Emma White,848,John Smith
Room 7,0,21,CS,Monday,Joseph Carter,855,John Smith
Room 7,0,21,CS,Monday,Abigail Young,856,John Smith
Room 7,0,22,CS,Monday,David Harris,863,John Smith
Room 7,0,22,CS,Monday,Samantha Allen,864,John Smith
Room 7,0,19,CS,Monday,John Smith,871,John Smith
Room 7,0,19,CS,Monday,Alice Johnson,872,John Smith
Room 7,0,20,CS,Monday,Robert Garcia,879,John Smith
Room 7,0,20,CS,Monday,Emma White,880,John Smith
Room 7,0,21,CS,Monday,Joseph Carter,887,John Smith
Room 7,0,21,CS,Monday,Abigail Young,888,John Smith
Room 7,0,22,CS,Monday,David Harris,895,John Smith
Room 7,0,22,CS,Monday,Samantha Allen,896,John Smith
Room 7,0,19,CS,Monday,John Smith,903,John Smith
Room 7,0,19,CS,Monday,Alice Johnson,904,John Smith
Room 8,0,20,CS,Monday,Robert Garcia,911,John Smith
Room 8,0,20,CS,Monday,Emma White,912,John Smith
Room 8,0,21,CS,Monday,Joseph Carter,919,John Smith
Room 8,0,21,CS,Monday,Abigail Young,920,John Smith
Room 8,0,22,CS,Monday,David Harris,927,John Smith
Room 8,0,22,CS,Monday,Samantha Allen,928,John Smith
Room 8,0,19,CS,Monday,John Smith,935,John Smith
Room 8,0,19,CS,Monday,Alice Johnson,936,John Smith
Room 8,0,20,CS,Monday,Robert Garcia,943,John Smith
Room 8,0,20,CS,Monday,Emma White,944,John Smith
Room 8,0,21,CS,Monday,Joseph Carter,951,John Smith
Room 8,0,21,CS,Monday,Abigail Young,952,John Smith
Room 8,0,22,CS,Monday,David Harris,959,John Smith
Room 8,0,22,CS,Monday,Samantha Allen,960,John Smith
Room 8,0,19,CS,Monday,John Smith,962,John Smith
Room 8,0,19,CS,Monday,Alice Johnson,963,John Smith
Room 8,0,20,CS,Monday,Robert Garcia,970,John Smith
Room 8,0,20,CS,Monday,Emma White,971,John Smith
Room 8,0,21,CS,Monday,Joseph Carter,978,John Smith
Room 8,0,21,CS,Monday,Abigail Young,979,John Smith
Room 8,0,22,CS,Monday,David Harris,986,John Smith
Room 8,0,22,CS,Monday,Samantha Allen,987,John Smith
Room 8,0,19,CS,Monday,John Smith,994,John Smith
Room 8,0,19,CS,Monday,Alice Johnson,995,John Smith
Room 8,0,20,CS,Monday,Robert Garcia,1002,John Smith
Room 8,0,20,CS,Monday,Emma White,1003,John Smith
Room 8,0,21,CS,Monday,Joseph Carter,1010,John Smith
Room 8,0,21,CS,Monday,Abigail Young,1011,John Smith
Room 8,0,22,CS,Monday,David Harris,1018,John Smith
Room 8,0,22,CS,Monday,Samantha Allen,1019,John Smith
Room 9,0,19,CS,Monday,John Smith,1026,Joseph Carter
Room 9,0,19,CS,Monday,Alice Johnson,1027,Joseph Carter
Room 9,0,20,CS,Monday,Robert Garcia,1034,Joseph Carter
Room 9,0,20,CS,Monday,Emma White,1035,Joseph Carter
Room 9,0,21,CS,Monday,Joseph Carter,1042,Joseph Carter
Room 9,0,21,CS,Monday,Abigail Young,1043,Joseph Carter
Room 9,0,22,CS,Monday,David Harris,1050,Joseph Carter
Room 9,0,22,CS,Monday,Samantha Allen,1051,Joseph Carter
Room 9,0,19,CS,Monday,John Smith,1058,Joseph Carter
Room 9,0,19,CS,Monday,Alice Johnson,1059,Joseph Carter
Room 9,0,20,CS,Monday,Robert Garcia,1066,Joseph Carter
Room 9,0,20,CS,Monday,Emma White,1067,Joseph Carter
Room 9,0,21,CS,Monday,Joseph Carter,1074,Joseph Carter
Room 9,0,21,CS,Monday,Abigail Young,1075,Joseph Carter
Room 9,0,22,CS,Monday,David Harris,1082,Joseph Carter
Room 9,0,22,CS,Monday,Samantha Allen,1083,Joseph Carter
Room 9,0,19,CS,Monday,John Smith,1085,Joseph Carter
Room 9,0,19,CS,Monday,Alice Johnson,1086,Joseph Carter
Room 9,0,20,CS,Monday,Robert Garcia,1093,Joseph Carter
Room 9,0,20,CS,Monday,Emma White,1094,Joseph Carter
Room 9,0,21,CS,Monday,Joseph Carter,1101,Joseph Carter
Room 9,0,21,CS,Monday,Abigail Young,1102,Joseph Carter
Room 9,0,22,CS,Monday,David Harris,1109,Joseph Carter
Room 9,0,22,CS,Monday,Samantha Allen,1110,Joseph Carter
Room 9,0,19,CS,Monday,John Smith,1117,Joseph Carter
Room 9,0,19,CS,Monday,Alice Johnson,1118,Joseph Carter
Room 9,0,20,CS,Monday,Robert Garcia,1125,Joseph Carter
Room 9,0,20,CS,Monday,Emma White,1126,Joseph Carter
Room 9,0,21,CS,Monday,Joseph Carter,1133,Joseph Carter
Room 9,0,21,CS,Monday,Abigail Young,1134,Joseph Carter
Room 10,0,22,CS,Monday,David Harris,1141,Alice Johnson
Room 10,0,22,CS,Monday,Samantha Allen,1142,Alice Johnson
Room 10,0,19,CS,Monday,John Smith,1149,Alice Johnson
Room 10,0,19,CS,Monday,Alice Johnson,1150,Alice Johnson
Room 10,0,20,CS,Monday,Robert Garcia,1157,Alice Johnson
Room 10,0,20,CS,Monday,Emma White,1158,Alice Johnson
Room 10,0,21,CS,Monday,Joseph Carter,1165,Alice Johnson
Room 10,0,21,CS,Monday,Abigail Young,1166,Alice Johnson
Room 10,0,22,CS,Monday,David Harris,1173,Alice Johnson
Room 10,0,22,CS,Monday,Samantha Allen,1174,Alice Johnson
Room 10,0,19,CS,Monday,John Smith,1181,Alice Johnson
Room 10,0,19,CS,Monday,Alice Johnson,1182,Alice Johnson
Room 10,0,20,CS,Monday,Robert Garcia,1189,Alice Johnson
Room 10,0,20,CS,Monday,Emma White,1190,Alice Johnson
Room 10,0,21,CS,Monday,Joseph Carter,1197,Alice Johnson
Room 10,0,21,CS,Monday,Abigail Young,1198,Alice Johnson
Room 10,0,22,CS,Monday,David Harris,1205,Alice Johnson
Room 10,0,22,CS,Monday,Samantha Allen,1206,Alice Johnson
Room 10,0,19,CS,Monday,John Smith,1208,Alice Johnson
Room 10,0,19,CS,Monday,Alice Johnson,1209,Alice Johnson
Room 10,0,20,CS,Monday,Robert Garcia,1216,Alice Johnson
Room 10,0,20,CS,Monday,Emma White,1217,Alice Johnson
Room 10,0,21,CS,Monday,Joseph Carter,1224,Alice Johnson
Room 10,0,21,CS,Monday,Abigail Young,1225,Alice Johnson
Room 10,0,22,CS,Monday,David Harris,1232,Alice Johnson
Room 10,0,22,CS,Monday,Samantha Allen,1233,Alice Johnson
Room 10,0,19,CS,Monday,John Smith,1240,Alice Johnson
Room 10,0,19,CS,Monday,Alice Johnson,1241,Alice Johnson
Room 10,0,20,CS,Monday,Robert Garcia,1248,Alice Johnson
Room 10,0,20,CS,Monday,Emma White,1249,Alice Johnson
Room 11,0,21,CS,Monday,Joseph Carter,1256,Emily Davis
Room 11,0,21,CS,Monday,Abigail Young,1257,Emily Davis
Room 11,0,22,CS,Monday,David Harris,1264,Emily Davis
Room 11,0,22,CS,Monday,Samantha Allen,1265,Emily Davis
Room 11,0,19,CS,Monday,John Smith,1272,Emily Davis
Room 11,0,19,CS,Monday,Alice Johnson,1273,Emily Davis
Room 11,0,20,CS,Monday,Robert Garcia,1280,Emily Davis
Room 11,0,20,CS,Monday,Emma White,1281,Emily Davis
Room 11,0,21,CS,Monday,Joseph Carter,1288,Emily Davis
Room 11,0,21,CS,Monday,Abigail Young,1289,Emily Davis
Room 11,0,22,CS,Monday,David Harris,1296,Emily Davis
Room 11,0,22,CS,Monday,Samantha Allen,1297,Emily Davis
Room 11,0,19,CS,Monday,John Smith,1304,Emily Davis
Room 11,0,19,CS,Monday,Alice Johnson,1305,Emily Davis
Room 11,0,20,CS,Monday,Robert Garcia,1312,Emily Davis
Room 11,0,20,CS,Monday,Emma White,1313,Emily Davis
Room 11,0,21,CS,Monday,Joseph Carter,1320,Emily Davis
Room 11,0,21,CS,Monday,Abigail Young,1321,Emily Davis
Room 11,0,22,CS,Monday,David Harris,1328,Emily Davis
Room 11,0,22,CS,Monday,Samantha Allen,1329,Emily Davis
Room 11,0,19,CS,Monday,John Smith,1331,Emily Davis
Room 11,0,19,CS,Monday,Alice Johnson,1332,Emily Davis
Room 11,0,20,CS,Monday,Robert Garcia,1339,Emily Davis
Room 11,0,20,CS,Monday,Emma White,1340,Emily Davis
Room 11,0,21,CS,Monday,Joseph Carter,1347,Emily Davis
Room 11,0,21,CS,Monday,Abigail Young,1348,Emily Davis
Room 11,0,22,CS,Monday,David Harris,1355,Emily Davis
Room 11,0,22,CS,Monday,Samantha Allen,1356,Emily Davis
Room 11,0,19,CS,Monday,John Smith,1363,Emily Davis
Room 11,0,19,CS,Monday,Alice Johnson,1364,Emily Davis
Room 12,0,20,CS,Monday,Robert Garcia,1371,Samantha Allen
Room 12,0,20,CS,Monday,Emma White,1372,Samantha Allen
Room 12,0,21,CS,Monday,Joseph Carter,1379,Samantha Allen
Room 12,0,21,CS,Monday,Abigail Young,1380,Samantha Allen
Room 12,0,22,CS,Monday,David Harris,1387,Samantha Allen
Room 12,0,22,CS,Monday,Samantha Allen,1388,Samantha Allen
Room 12,0,19,CS,Monday,John Smith,1395,Samantha Allen
Room 12,0,19,CS,Monday,Alice Johnson,1396,Samantha Allen
Room 12,0,20,CS,Monday,Robert Garcia,1403,Samantha Allen
Room 12,0,20,CS,Monday,Emma White,1404,Samantha Allen
Room 12,0,21,CS,Monday,Joseph Carter,1411,Samantha Allen
Room 12,0,21,CS,Monday,Abigail Young,1412,Samantha Allen
Room 12,0,22,CS,Monday,David Harris,1419,Samantha Allen
Room 12,0,22,CS,Monday,Samantha Allen,1420,Samantha Allen
Room 12,0,19,CS,Monday,John Smith,1427,Samantha Allen
Room 12,0,19,CS,Monday,Alice Johnson,1428,Samantha Allen
Room 12,0,20,CS,Monday,Robert Garcia,1435,Samantha Allen
Room 12,0,20,CS,Monday,Emma White,1436,Samantha Allen
Room 12,0,21,CS,Monday,Joseph Carter,1443,Samantha Allen
Room 12,0,21,CS,Monday,Abigail Young,1444,Samantha Allen
Room 12,0,22,CS,Monday,David Harris,1451,Samantha Allen
Room 12,0,22,CS,Monday,Samantha Allen,1452,Samantha Allen
Room 12,0,19,CS,Monday,John Smith,1454,Samantha Allen
Room 12,0,19,CS,Monday,Alice Johnson,1455,Samantha Allen
Room 12,0,20,CS,Monday,Robert Garcia,1462,Samantha Allen
Room 12,0,20,CS,Monday,Emma White,1463,Samantha Allen
Room 12,0,21,CS,Monday,Joseph Carter,1470,Samantha Allen
Room 12,0,21,CS,Monday,Abigail Young,1471,Samantha Allen
Room 12,0,22,CS,Monday,David Harris,1478,Samantha Allen
Room 12,0,22,CS,Monday,Samantha Allen,1479,Samantha Allen
Room 13,0,19,CS,Monday,John Smith,1486,Robert Garcia
Room 13,0,19,CS,Monday,Alice Johnson,1487,Robert Garcia
Room 13,0,20,CS,Monday,Robert Garcia,1494,Robert Garcia
Room 13,0,20,CS,Monday,Emma White,1495,Robert Garcia
Room 13,0,21,CS,Monday,Joseph Carter,1502,Robert Garcia
Room 13,0,21,CS,Monday,Abigail Young,1503,Robert Garcia
Room 13,0,22,CS,Monday,David Harris,1510,Robert Garcia
Room 13,0,22,CS,Monday,Samantha Allen,1511,Robert Garcia
Room 13,0,19,CS,Monday,John Smith,1518,Robert Garcia
Room 13,0,19,CS,Monday,Alice Johnson,1519,Robert Garcia
Room 13,0,20,CS,Monday,Robert Garcia,1526,Robert Garcia
Room 13,0,20,CS,Monday,Emma White,1527,Robert Garcia
Room 13,0,21,CS,Monday,Joseph Carter,1534,Robert Garcia
Room 13,0,21,CS,Monday,Abigail Young,1535,Robert Garcia
Room 13,0,22,CS,Monday,David Harris,1542,Robert Garcia
Room 13,0,22,CS,Monday,Samantha Allen,1543,Robert Garcia
Room 13,0,19,CS,Monday,John Smith,1550,Robert Garcia
Room 13,0,19,CS,Monday,Alice Johnson,1551,Robert Garcia
Room 13,0,20,CS,Monday,Robert Garcia,1558,Robert Garcia
Room 13,0,20,CS,Monday,Emma White,1559,Robert Garcia
Room 13,0,21,CS,Monday,Joseph Carter,1566,Robert Garcia
Room 13,0,21,CS,Monday,Abigail Young,1567,Robert Garcia
Room 13,0,22,CS,Monday,David Harris,1574,Robert Garcia
Room 13,0,22,CS,Monday,Samantha Allen,1575,Robert Garcia
Room 13,0,19,CS,Monday,John Smith,1577,Robert Garcia
Room 13,0,19,CS,Monday,Alice Johnson,1578,Robert Garcia
Room 13,0,20,CS,Monday,Robert Garcia,1585,Robert Garcia
Room 13,0,20,CS,Monday,Emma White,1586,Robert Garcia
Room 13,0,21,CS,Monday,Joseph Carter,1593,Robert Garcia
Room 13,0,21,CS,Monday,Abigail Young,1594,Robert Garcia
Room 14,0,22,CS,Monday,David Harris,1601,David Harris
Room 14,0,22,CS,Monday,Samantha Allen,1602,David Harris
Room 14,0,19,CS,Monday,John Smith,1609,David Harris
Room 14,0,19,CS,Monday,Alice Johnson,1610,David Harris
Room 14,0,20,CS,Monday,Robert Garcia,1617,David Harris
Room 14,0,20,CS,Monday,Emma White,1618,David Harris
Room 14,0,21,CS,Monday,Joseph Carter,1625,David Harris
Room 14,0,21,CS,Monday,Abigail Young,1626,David Harris
Room 14,0,22,CS,Monday,David Harris,1633,David Harris
Room 14,0,22,CS,Monday,Samantha Allen,1634,David Harris
Room 14,0,19,CS,Monday,John Smith,1641,David Harris
Room 14,0,19,CS,Monday,Alice Johnson,1642,David Harris
Room 14,0,20,CS,Monday,Robert Garcia,1649,David Harris
Room 14,0,20,CS,Monday,Emma White,1650,David Harris
Room 14,0,21,CS,Monday,Joseph Carter,1657,David Harris
Room 14,0,21,CS,Monday,Abigail Young,1658,David Harris
Room 14,0,22,CS,Monday,David Harris,1665,David Harris
Room 14,0,22,CS,Monday,Samantha Allen,1666,David Harris
Room 14,0,19,CS,Monday,John Smith,1673,David Harris
Room 14,0,19,CS,Monday,Alice Johnson,1674,David Harris
Room 14,0,20,CS,Monday,Robert Garcia,1681,David Harris
Room 14,0,20,CS,Monday,Emma White,1682,David Harris
Room 14,0,21,CS,Monday,Joseph Carter,1689,David Harris
Room 14,0,21,CS,Monday,Abigail Young,1690,David Harris
Room 14,0,22,CS,Monday,David Harris,1697,David Harris
Room 14,0,22,CS,Monday,Samantha Allen,1698,David Harris
Room 14,0,19,CS,Monday,John Smith,1700,David Harris
Room 14,0,19,CS,Monday,Alice Johnson,1701,David Harris
Room 14,0,20,CS,Monday,Robert Garcia,1708,David Harris
Room 14,0,20,CS,Monday,Emma White,1709,David Harris
Room 15,0,21,CS,Monday,Joseph Carter,1716,David Harris
Room 15,0,21,CS,Monday,Abigail Young,1717,David Harris
Room 15,0,22,CS,Monday,David Harris,1724,David Harris
Room 15,0,22,CS,Monday,Samantha Allen,1725,David Harris
Room 15,0,19,CS,Monday,John Smith,1732,David Harris
Room 15,0,19,CS,Monday,Alice Johnson,1733,David Harris
Room 15,0,20,CS,Monday,Robert Garcia,1740,David Harris
Room 15,0,20,CS,Monday,Emma White,1741,David Harris
Room 15,0,21,CS,Monday,Joseph Carter,1748,David Harris
Room 15,0,21,CS,Monday,Abigail Young,1749,David Harris
Room 15,0,22,CS,Monday,David Harris,1756,David Harris
Room 15,0,22,CS,Monday,Samantha Allen,1757,David Harris
Room 15,0,19,CS,Monday,John Smith,1764,David Harris
Room 15,0,19,CS,Monday,Alice Johnson,1765,David Harris
Room 15,0,20,CS,Monday,Robert Garcia,1772,David Harris
Room 15,0,20,CS,Monday,Emma White,1773,David Harris
